dedupe_hash,whisky_name_raw,distillery,source_score,review_year,review_date,identity_status,match_source,matched_whisky_id,matched_whisky_name,matched_distillery,name_match_score,distillery_match,conflict_flags,decision,decision_reason,internal_audit_only,internal_source_url
92f79ad3db373626ef78d6a75b76dc628c9d25523caf29a2aae8625a2cb2114f,"Glendronach 1970/1990 (56%, Scotch Single Malt Circle, sherry, casks #513-518)",Glendronach,92,2012,2012-02-13,name_matched,name,W001027,glendronach peated,,75.9,False,low_name_score,REJECT_LOW_CONFIDENCE,name_match_score 75.9,True,https://www.whiskyfun.com/archivefebruary12-1.html
bbe694ad404afd830dad13b325419404007a4ff1b7a34948eca92fc5a1ffbcdf,"Glendronach 39 yo 1972/2011 (53%, OB for Shinanoya, Tokyo, oloroso, cask #717, 150 bottles)",Glendronach,92,2012,2012-02-13,name_matched,name,W001027,glendronach peated,,75.9,False,low_name_score,REJECT_LOW_CONFIDENCE,name_match_score 75.9,True,https://www.whiskyfun.com/archivefebruary12-1.html
816510b9ef7d33e12cee6b8a154f8a9639e93f02d5da714c155305fc2b13914c,"Glendronach 39 yo 1972/2011 (54.7%, OB for Taiwan, PX Puncheon, cask #2033, 450 bottles)",Glendronach,89,2012,2012-02-13,name_matched,name,W001027,glendronach peated,,75.9,False,low_name_score,REJECT_LOW_CONFIDENCE,name_match_score 75.9,True,https://www.whiskyfun.com/archivefebruary12-1.html
b50e3698df9a5dfe59195fce6bf2c55e1504135db9e7595500c19df1dbfc6687,"Macduff 2000/2010 (61.1%, Whisky & Rhum, L'Esprit, First Fill Sherry, cask # 5778)",Macduff,85,2012,2012-02-11,name_matched,name,W000266,ancnoc 2000,,53.3,False,low_name_score,REJECT_LOW_CONFIDENCE,name_match_score 53.3,True,https://www.whiskyfun.com/archivefebruary12-1.html
deb37f311bf09e7d50edfce4f83626686f573f44172c6b545fdae97ec104fff7,"Macduff 2000/2010 (46%, Whisky & Rhum, L'Esprit, First Fill Sherry, cask # 5778)",Macduff,85,2012,2012-02-11,name_matched,name,W000266,ancnoc 2000,,53.3,False,low_name_score,REJECT_LOW_CONFIDENCE,name_match_score 53.3,True,https://www.whiskyfun.com/archivefebruary12-1.html
9264ac9fa6ade9d5bae4ccfc13314ec93566f59619d1cbcd066a29933c10199c,"Macduff 10 yo 2000 (56.5%, Exclusive Malts for The Bonding Dram, sherry but, cask #3525, 200 bottles)",Macduff,86,2012,2012-02-11,name_matched,name,W000266,ancnoc 2000,,55.2,False,low_name_score,REJECT_LOW_CONFIDENCE,name_match_score 55.2,True,https://www.whiskyfun.com/archivefebruary12-1.html
33ba360a2e978982bc27fd71e95b7f6b41617d759c7b87132dfdb076f1c028a8,"Glenfiddich 1956 (unknown ABV, Thomas Bucktrout & Co. Ltd., Guernsey, +/-1970?)",Glenfiddich,94,2012,2012-01-12,explicit_distillery,index,W000013,glenfiddich 15yo solera,Glenfiddich,81.5,True,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-1.html
d043cd2ddc59652aefefdd7cf2ca2e0a1300f1a97d8805c677484fec8a376d05,"Aberlour 20 yo 1990/2011 (46%, Mo Or collection, release #31, cask #102107, 300 bottles)",Aberlour,84,2012,2012-01-11,explicit_distillery,index,W000008,aberlour 14y,Aberlour,80.0,True,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-1.html
0ce28c30b8d9440082100998d374d2cea07a3239936c238fee05bb04894f7db5,"Mortlach 18 yo (55.3%, straightfromthecask.co.uk, 2011)",Mortlach,86,2012,2012-01-11,explicit_distillery,index,W000514,mortlach 18yo,,96.3,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-1.html
33943f0df35cabe375515cc702474f3a10748c0047ac25173a166ab2fd42ee9e,"Glenlivet 1994/2011 (58.9%, Berry Bros & Rudd, cask #58453)",Glenlivet,82,2012,2012-01-10,explicit_distillery,index,W000546,glenlivet 18yo,,78.3,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-1.html
71bbc4c5575abcd42b93da90f08f671d565d2c55cf0879e27280b519e356a22b,"Clynelish 14yo (46%, OB, +/- 2011)",Clynelish,86,2012,2012-01-09,explicit_distillery,index,W000496,clynelish 14yo,,100.0,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-1.html
09a6a85475efba8c5f4b3bcd83ded7fa4c17cd8c673cb807d7349191f490c6f3,"Caol Ila 1997/2010 'Distillers Edition' (43%, OB, C-si; 6-470)",Caol Ila,85,2012,2012-01-31,name_matched,name,W000229,oban distillers edition (all vintages),,87.8,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
d1aaa1de2e35a5ae6491b2557ed9324ce659b4093517ad186cd45322f191ece2,"Mosstowie 1979/2001 (40%, Gordon & MacPhail, Connoisseur's Choice)",Mosstowie,78,2012,2012-01-27,explicit_distillery,index,W001509,millstone 100 rye,,50.0,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
c54fdd30178aaefab8543688056ea0c60ada40034a811135796d15a37b9751d2,"Miltonduff 1998/2011 (57%, Berry Bros & Rudd, Berry’s Own Selection, cask #3605)",Miltonduff,83,2012,2012-01-27,explicit_distillery,index,W000663,miltonduff 10yo (f&f),,80.0,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
d20b1e71700e50a72e3d63e7308af268d3c76099cae2d6d1d3cdc78a11fb84d2,"Bunnahabhain 25 yo (46.3%, OB, +/- 2011)",Bunnahabhain,85,2012,2012-01-24,explicit_distillery,index,W000112,bunnahabhain 25yo,,97.1,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
256e97f69edbaf6d9c079c37d5ebb62b8ed7b2ff88b47b3d6deccab93c7952fc,"Glengoyne 'The Teapot Dram' (58.8%, OB, 3105 bottles, 2011)",Glengoyne,84,2012,2012-01-20,explicit_distillery,index,W000173,glengoyne teapot dram (all batches),Glengoyne,100.0,True,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
14099f523e8a624cfa09706c239f030668afdddc65047dccf6aef823fd8c02b4,"Springbank 13 yo 1998/2011 (46%, Duncan Taylor, NC2)",Springbank,79,2012,2012-01-17,name_matched,name,W001075,springbank cv,,87.0,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
73b471303e82bccfd906b42f9626614c748d7f02764bcc9bd095ef3a5e30a8a7,"Springbank 15 yo 1995/2011 (46%, Hart Brothers, Finest Collection)",Springbank,87,2012,2012-01-17,name_matched,name,W001075,springbank cv,,87.0,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
453bac37713f44c0800e78d1c8410457cdc5966562d1345b1e7c5c4748998d38,"Springbank 16 yo 1993/2009 (53.5%, The Bottlers, bourbon hogshead, cask #219)",Springbank,70,2012,2012-01-17,explicit_distillery,index,W001075,springbank cv,,87.0,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
e52fedc5f32d17dca0fc05e14633f7b1920a63027effdbba27dd11faf3d53afa,"Springbank 16 yo 1993/2009 (58.9%, The Bottlers, refill sherry hogshead, cask #180)",Springbank,74,2012,2012-01-17,name_matched,name,W001075,springbank cv,,87.0,False,,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
f2674d19fcdae5ae50fbbc0a5e6efb360dfd70ee79244cdfbec28e3f2e50557e,"Benromach 1969/2011 (42.6%, OB, refill sherry hogshead)",Benromach,92,2012,2012-01-16,explicit_distillery,index,W000708,benromach 5yo,,81.8,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
16efe51fc729b4b47861fe5936a52d393968eb03ae9fbec0c616f40d8b0f1066,"Strathisla 1965/2011 (48%, Gordon & MacPhail for LMDW, 1st Fill Sherry Butt, cask #1283)",Strathisla,92,2012,2012-01-16,explicit_distillery,index,W000639,strathisla 12yo,,80.0,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivejanuary12-2.html
84ce0486506f1ae7c55d3eac81ef2dfa9a5215599a4c4ab17e9fcbd3b6554e21,"Glendronach 37 yo 1972/2009 (54.8%, OB, oloroso, cask #719, 474 bottles)",Glendronach,89,2012,2012-02-13,explicit_distillery,index,W001027,glendronach peated,,75.9,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivefebruary12-1.html
b2a51a579fcdfd159d041668e775b8bf7129f63df24ed90ab1144cb607b84bea,"Littlemill 20 yo (46%, Hart Bros, Royal Wedding Celebration)",Littlemill,83,2012,2012-02-08,explicit_distillery,index,W001059,oban little bay,,58.1,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivefebruary12-1.html
28b12d0212e5fdcaf298ee66ad4276ff7f29d2c40911728e4cdee5a9dbab6bfd,"Benriach 35 yo 1976/2011 (45.3%, OB for The Auld Alliance Singapore, hogshead, cask #3010, 196 bottles)",Benriach,92,2012,2012-02-07,explicit_distillery,index,W000111,benriach 35yo,,76.2,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivefebruary12-1.html
686751dd1679de9eb11adf6a52e1c46f260079256def51d396d3920e69be7625,"Glendronach 27 yo 1955 (40%, Gordon & MacPhail, Connoisseur's Choice, old brown label, +/-1983)",Glendronach,80,2012,2012-02-06,explicit_distillery,index,W001027,glendronach peated,,75.9,False,low_name_score,REVIEW_PRODUCT_FEATURE,moderate score or explicit distillery identity,True,https://www.whiskyfun.com/archivefebruary12-1.html
46272a76eb5a7c43ae4fb6b377356fa6f72d893215b6ec8907fc1cf448972cfc,"Glenfiddich 1979/1990 (57%, Samaroli, cask #14797, 480 bottles)",Glenfiddich,79,2012,2012-01-29,name_matched,name,W000410,glenfiddich 30yo,Glenfiddich,81.5,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivejanuary12-2.html
81d1303b80d3739912a8bda307c334b761a81ebf81c844bdb8a6a65a5a4ba232,"Glengoyne 13 yo 1998/2011 (53.7%, Malts of Scotland, cask # MoS 11006, 289 bottles)",Glengoyne,82,2012,2012-01-20,name_matched,name,W000011,glengoyne 12y,Glengoyne,81.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivejanuary12-2.html
4270004626e119d086f102136f6f72d6cbc8aeba420743a892ffe285631939df,"Glen Grant 1970/2010 'Juliet' (44.8%, Spirit Empire, Whisky Antique, 208 bottles)",Glen Grant,87,2012,2012-01-19,name_matched,name,W000017,glen grant 10yo,Glen Grant,80.0,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivejanuary12-2.html
a019082ab95bd0f76e31dfef40e2c8918c1c55fc9e5afd5ac092e9514d198379,"Glen Grant 1953/2006 (40%, Gordon & MacPhail, licensed bottling)",Glen Grant,82,2012,2012-02-06,name_matched,name,W000017,glen grant 10yo,Glen Grant,80.0,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivefebruary12-1.html
cf5abf7bb57281e1a71560e4a047d392f6ce82981ca6ecdcc954e18922d16f1f,"Bowmore 10 yo 2000/2011 (58.4%, Douglas Laing, Old Malt Cask for LMDW, sherry butt, cask ref #7071, 516 bottles)",Bowmore,79,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
2c75d605536039e1fc24707101f660f54a84580be19067fe55ab5c51af66580f,"Bowmore 14 yo 1997/2012 (51.8%, Whisky-Fässle, Duck Edition, bourbon hogshead)",Bowmore,90,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
8668ea49aa3fd2da5a90fa89440b63e59d170d3a16462ef17c0728c334b4a037,"Bowmore 14 yo 1997/2011 (56.6%, A.D. Rattray for Shinanoya, Japan, sherry, cask #900016, 276 bottles)",Bowmore,91,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
f397a5ef08df5a709ab8e2efbcd7db55115b9a8b4367c066b657611029d16a29,"Bowmore 16 yo 1995/2011 (54%, Silver Seal)",Bowmore,91,2012,2012-03-26,name_matched,name,W000015,bowmore 12y,Bowmore,77.8,True,low_name_score,KEEP_DISTILLERY_FEATURE_ONLY,weak product match but source distillery matched production distillery,True,https://www.whiskyfun.com/archivemarch12-2.html
