source_review_id,source_slug,product_name,source_url,nose,palate,finish,conclusion,has_nose,has_palate,has_finish,source_verified,matched_master_whisky_id,match_status,import_recommendation
611,st-kilian-signature-edition-seventeen,St. Kilian Signature Edition Seventeen,/whisky-reviews/st-kilian-signature-edition-seventeen,"Sweet smoke greets first, pairing with fresh lemon in a surprisingly inviting combination. Behind it drifts a salty sea breeze – as if the rum cask smuggled some Caribbean flair into the glass. Lightly iodine notes underscore the maritime character, and way in the back, a shy blueberry peeks out, not entirely sure it belongs here.","Then things get serious – or rather: oily, sweet, and voluminously smoky. The molasses from the rum casks unfolds in full glory, meeting a tropical pineapple note you wouldn't expect in a German whisky. The mouthfeel is impressively rich and enveloping, like being wrapped in a smoke blanket woven from Caribbean sugarcane.","Here the whisky takes its time – and rightly so. Oaky spice and honey merge into a sticky-sweet farewell that simply refuses to leave. Long, warm, and with a spiciness that lingers on and on. The best parties end late, after all.","Oh my – what has St. Kilian pulled off here? Sweet, smoky, and simply brilliant. The combination of Caribbean rum casks and peat smoke sounds daring on paper; in the glass, it's a bullseye. For me, the best Signature Edition of all time – and yes, I'm saying that in full consciousness. Well, almost sober.",True,True,True,True,,new_product,hold_new_product
610,st-kilian-exceptional-range-ex-mugi-shochu-mild,St. Kilian Exceptional Range ex Mugi Shochu – Mild,/whisky-reviews/st-kilian-exceptional-range-ex-mugi-shochu-mild,"Crisp nashi pear greets immediately, accompanied by delicate apricot tones and a whisper of apple blossom. The bouquet feels perfumed and light, almost weightless – like strolling through a Japanese orchard in full bloom. A refined, elegant opening that builds anticipation for the first sip.","Fine and creamy, the first sip settles in with a silky vanilla note that seamlessly transitions into crème brûlée. Beneath it lies a delicate fruit tart, gentle and not overly sweet, lending a pleasant baking spice to the flavour. White pepper adds a subtle accent at the close, introducing the faintest hint of heat.","The finest oak notes lead the way out, accompanied by a delicate cherry blossom. Lemon zest and an unmistakable touch of yuzu provide a fresh, citric send-off – elegant and clear, like the whisky itself.","Extremely fresh, delicate, and surprisingly multifaceted – the Exceptional Range ex Mugi Shochu is a whisky that wins you over with quiet refinement. The slightly funky character from the shochu cask lends it a distinctive edge that makes this single malt a genuine experience.",True,True,True,True,,new_product,hold_new_product
561,aberfeldy-25-year-old-2023,Aberfeldy 25 Year Old (2023) 125th Anniversary,/whisky-reviews/aberfeldy-25-year-old-2023,"The first impression is invitingly warm and welcoming. Immediately, the heather honey so typical of Aberfeldy dominates, but here in a noticeably riper, darker expression than in the younger bottlings. Behind it, wild strawberries and sun-kissed peaches unfold, seamlessly transitioning into a creamy caramel layer. With some air, fine notes of cocoa powder and cinnamon emerge, accompanied by a subtle yet noticeable Oloroso sweetness: dried dates and figs. The oak, after 25 years, is present but remains remarkably restrained, underpinning everything with a warm, spicy foundation.","On the palate, the Aberfeldy 25 reveals itself as full-bodied and velvety smooth. Ripe nectarines and strawberries form a fruity foundation, carried by a malty, almost sugared-porridge-like creaminess. The sherry cask influences bring vanilla cream and toasted almonds without ever becoming overbearing. In the background, a delicate coffee note shimmers through – like a hint of espresso in a dessert. The 46% gives the mouthfeel a pleasant substance, very welcome in a whisky of this maturity. Overall, a remarkably harmonious composition in which no single element takes the upper hand.","The finish is long and warming. Forest berries and caramel linger, while the oak now steps slightly more into the foreground, leaving a pleasantly dry, lightly tannic spice. Cinnamon and a touch of nutmeg accompany the conclusion, which slowly dissolves into a gentle honey sweetness. An aftertaste that invites you to pause and underscores the complexity of this whisky once more.","The Aberfeldy 25 Year Old 125th Anniversary is a wonderfully cohesive package: the Oloroso finish elevates the already honey-sweet Highland character without overshadowing it. You feel those 25 years in every sip – in the depth, the creaminess, the endlessly long finish. Not a whisky that loudly demands attention, but one that quietly convinces and reveals a new facet with every nosing. A worthy anniversary indeed.",True,True,True,True,,new_product,hold_new_product
151,st-kilian-rich-smoky,St. Kilian Rich & Smoky (2022),/whisky-reviews/st-kilian-rich-smoky,"The Rich & Smoky opens with a seductive combination of grilled fruits and elegant smoke. Banana with butter and cinnamon, juicy peaches and honey-glazed pear – all wrapped in a gentle layer of smoke. In the background, toffee and caramel notes develop, accompanied by plump raisins and a trace of charred wood. A multilayered, inviting nosing that keeps sweetness and smoke in harmonious balance.","On the palate, sweet fruits meet smoky spice. The texture is pleasantly oily, the aromas expressive yet never overdone. Roasted malt and grain flakes form the foundation, layered with spiced pear, clove, cinnamon and nutmeg. A bittersweet syrup coats lips and tongue, while each sip reveals more depth – freshly ground pepper and a hint of mint round out the picture.","The finish is medium-length but persistent. Sweetness and smoke go hand in hand, accompanied by a trace of dried fruit and creamy texture. A pleasant bitterness lingers at the end, inviting the next sip.","The Rich & Smoky shows that smoke and sweetness can be best friends. Not overcomplicated, but well composed – a whisky that doesn't just look good on the shelf, it tastes good too. For fans of fruity-smoky malts, this is an absolute must-buy.",True,True,True,True,,new_product,hold_new_product
139,st-kilian-mild-fruity,St. Kilian Mild & Fruity (2022),/whisky-reviews/st-kilian-mild-fruity,"The Mild & Fruity greets the nose with a light, inviting aroma profile. Fresh apple notes take the lead, accompanied by a gentle vanilla sweetness reminiscent of light butterscotch. Behind this, floral accents unfold – subtle and unobtrusive, almost like a hint of wildflowers. An uncomplicated yet appealing nosing that holds no surprises but never bores either.","On the palate, the St. Kilian reveals its creamy side. The texture is soft and convincingly light – nothing feels forced here. Caramel notes come to the fore, blending harmoniously with the vanilla already detected on the nose. A touch of pear and pale malt rounds out the flavour profile. The Mild & Fruity lives up to its name: approachable, uncomplicated, and pleasantly sweet.","The finish is medium-length and brings a pleasant spiciness. Oak makes itself known without dominating, and a lightly nutty note lingers. A clean, uncomplicated finish that invites the next sip.","The Mild & Fruity is exactly what the name promises – a well-rounded entry-level dram that everyone knows. Not a whisky that tries to impress with complexity, but one that's simply tasty and fun to drink. At this price, it's an absolute no-brainer.",True,True,True,True,,new_product,hold_new_product
608,invergordon-35-years-1987-2023-murray-mcdavid,Invergordon 35 Years (1987/2023) - Murray McDavid,/whisky-reviews/invergordon-35-years-1987-2023-murray-mcdavid,"On the nose, lots of ripe grain and lots of cask influence meet each other, surprisingly balanced and without much jostling. Added to that are wood spice, a bit of dark chocolate, and that slightly wine gum-like aroma of the grain, which gives the whole thing a charmingly quirky twist. Unfortunately, a hint of wine acidity also slips in, which is not entirely disturbing, but does make its presence noticeably felt.","On the palate, it starts dry with cake, dried fruits, dates, leather, a bit of bitterness, and plenty of wood. The mix of intense cask character and the typical grain notes in the background remains intact, although cask and wine acidity are clearly more dominant here. Thanks to clean PX sweetness, 35 years of maturation, and pleasing 48.1 percent, the whisky nevertheless remains easy to drink and quite enjoyable. Added to that are warehouse wood, a hint of licorice, and a complex, slightly sweet reprise on the second sip.","The finish is somewhat dry, with little pepper and a softer rather than forceful profile. Fruitcake, wood, and a certain impression reminiscent of Irish whiskey shape the picture. It is medium-long, not particularly complex, and somewhat flat in mouthfeel, but overall pleasant.","For me, a 1987 is of course never evaluated entirely neutrally – the vintage bonus is cheekily sitting there in the glass as well. Still, the impression remains clear: the sherry cask has taken over a bit too much here, so that not all that much of the classic grain notes remains. It is pleasant enough, but more cask show than grain celebration.",True,True,True,True,,new_product,hold_new_product
607,benromach-11-years-2010-2022-contrasts-peat-smoke,Benromach 11 Years (2010/2022) Contrasts Peat Smoke,/whisky-reviews/benromach-11-years-2010-2022-contrasts-peat-smoke,"On the nose, it starts musty and more in an offbeat than a flattering way. There is also some citrus, though not fresh, but rather with the charm of over-soured apples. Light phenolics are there, accompanied by algae or seaweed, and overall the profile feels distinctly maritime. This is not a walk on the beach in sunshine, more like the North Sea with a crosswind.","On the palate, it shows itself salty-sour and initially somewhat sharp. White pepper sets clear accents, joined by orange and a hint of vanilla. Charcoal is also present, though without the smoke completely taking command. It is precisely these rough edges that make it interesting, even if it does not come across entirely polished.","The finish is shorter than expected and dry. Slightly meaty notes appear, along with salt and pepper again. That fits the maritime impression, but it says goodbye more quickly than one would assume from such a profile.","This Contrasts is definitely a nice experiment, even though I personally clearly prefer the classic Benromach 10 years. Still, that is exactly what makes the series appealing: it is exciting to experience these contrasts in the distillery character so clearly carved out.",True,True,True,True,,new_product,hold_new_product
606,benromach-12-years-2012-2024-contrasts-high-enzyme,Benromach 12 Years (2012/2024) Contrasts High Enzyme,/whisky-reviews/benromach-12-years-2012-2024-contrasts-high-enzyme,"The whisky opens with juicy tropical fruits, particularly papaya and pineapple, accompanied by green apple with a fresh, vibrant quality. Underlying these are malt, a hint of honey and a touch of almond, which provide a smooth foundation to the opening. Slightly spicy notes combine with hay and grain, emphasising the unusual, raw-material-driven impression. Overall, the aroma is fresh, fruity and, at the same time, pleasantly robust.","The Benromach is dry and astringent, which immediately lends it a distinctly edgier character. Apple and citrus notes meet malt and a tart component reminiscent of gooseberry. Added to this are metallic undertones, a hint of raspberry and bitter cocoa, making the profile unusual and quite demanding. The balance is maintained, yet the texture and the more tart accents are clearly in the foreground.","Medium-length and warming. Plenty of wood and unripe apple characterise the finish, accompanied by slightly floral notes and a hint of lemongrass. As a result, the whisky finishes dry, fresh and with a noticeably tart edge.","An interesting and highly drinkable single malt that certainly has its place as an experiment. However, it is less elegant than one might expect from Benromach, which is clearly part of the concept here. Within the Contrasts series, however, the Benromach 9 Years (2014/2024) Contrasts unpeated seemed significantly more exciting and delicious.",True,True,True,True,,new_product,hold_new_product
605,benromach-9-years-2014-2024-contrasts-unpeated,Benromach 9 Years (2014/2024) Contrasts unpeated,/whisky-reviews/benromach-9-years-2014-2024-contrasts-unpeated,"On the nose, the whisky starts with a slightly charred note that immediately builds character and pleasantly sets itself apart from generic sweetness. There is also toasted marshmallow and vanillin sugar, which initially feels soft but does not turn sticky. Fresh lime brings a zesty contrast, while Nashi pear keeps the fruity side bright and juicy.","On the palate, a massive oak spice sets the tone without pushing the whisky into bitter or dry territory. Pear and white peach provide plenty of fruit, and there is once again noticeable wood, which here creates freshness rather than heaviness. The texture is very creamy and makes the dram exceptionally approachable. In some places it seems slightly thin, but overall it remains lively, fresh, and cleanly structured.","The finish is short but concise. Fresh, fruity, and sweet impressions remain clearly behind without lingering for long. It is not monumental, but it fits the whisky’s overall direct style.","The slightly charred note is the real appeal factor here and gives the whisky a distinctive, almost cool vibe. That is fun and sets it apart from the crowd of mild Speyside bottlings. The short finish costs it some depth, but overall it feels very clean and surprisingly precise.",True,True,True,True,,new_product,hold_new_product
604,kavalan-triple-sherry-cask-2021,Kavalan Triple Sherry Cask (2021),/whisky-reviews/kavalan-triple-sherry-cask-2021,"On the nose, the sherry cask is immediately present and clearly shapes the first impression. Added to this are caramel-like notes, oaky-woody accents, and a slightly perfumed character that gives the whisky a distinctive contour. Nutmeg and anise add spicy highlights, while the overall impression appears both elegant and powerful.","On the palate, there is a long sweetness of dried fruits that defines the opening and transitions directly into caramelized apple. A slight citrus acidity brings tension before almond, spicy clove, and dark chocolate deepen the profile. Texture and weight are nicely creamy and full-bodied, which fittingly supports the rich character.","The finish is medium-long, heavy, and marked by a slightly bitter, oaky note. Spicy, tingling impulses remain on the palate and combine with hints of burnt caramel. As a result, the whisky fades out with character and noticeable sherry spice.","For 40 % vol., this is a surprisingly stable and aromatically present bottling. The aromas come through clearly and deliver a convincing sherry profile. However, the asking price seems difficult to understand for a NAS whisky with 40 % vol.",True,True,True,True,,new_product,hold_new_product
603,black-forest-8-years-2014-2022-vom-fass,Black Forest 8 Years (2014/2022) - vom Fass,/whisky-reviews/black-forest-8-years-2014-2022-vom-fass,"On the nose, the whisky begins with red grapes and fresh orange peel, which immediately gives it a clear, fruity direction. Behind that lie caramel and burnt toast, which lend the aroma a slightly darker, toasted contour. It is precisely this tension between fruit and roasted aromas that makes the first impression distinctive and quite appealing.","On the palate, cranberries, malt, and fruity papaya come together, creating an interplay of tart fruit and mild sweetness. The texture feels both dry on the palate and juicy on the tongue, which gives the whisky an interesting inner tension. Added to this are oaky notes and an impression of dessert wine, which clearly reflects the cask maturation. Overall, the result is a good combination that remains approachable without seeming completely arbitrary.","The finish is very short and is clearly shaped by oak. Slightly bitter yet sweet notes combine with toasted and nutty accents. The finale thus leaves a distinctive, but only brief, aftertaste.","The basic profile is nicely laid out: soft, fruity, malty, and with interesting influences from the different cask types. At 41%, however, this potential isn't conveyed sufficiently — depth and expressiveness are lost along the way. There could have been significantly more here, especially given the questionable price-performance ratio in this price range.",True,True,True,True,,new_product,hold_new_product
602,falken-5-years-2022,Falken 5 Years (2022),/whisky-reviews/falken-5-years-2022,"On the nose, the whisky initially comes across as rather thin, so no storm of aromas with bagpipes and a fog machine. There are light notes of vanilla and caramel, plus a bit of herbal spice and a gentle maltiness. Green apple adds a fresh accent, but overall it still moves along on quiet feet.","On the palate, it starts out sweetish with some oak and at times is reminiscent of Toffifee, which initially knocks in quite charmingly. The light maltiness from the nose reappears, accompanied by sage and a certain creaminess. Then the profile veers off in a more idiosyncratic direction, because a soapy note joins in – and that has about as much charm as wet hotel soap in your carry-on luggage.","The finish is rather short and brings bitterness with it. In addition, there is a slightly metallic note and some nutmeg. A light sweetness does linger, but it cannot quite catch the somewhat unpleasant aftertaste.","Rather uneventful: For five years, that's okay, but it's also not a glass that carves mountain peaks into your brain. The story about maturation at around 1500 meters feels more like a story than a sensory thunderclap to me, and the metallic finish noticeably drags down the overall impression. For the asking price, I've already had better quality in the glass.",True,True,True,True,,new_product,hold_new_product
601,elsburn-rivesaltes-casks-batch-no-001,Elsburn Rivesaltes Casks - Batch No. 001,/whisky-reviews/elsburn-rivesaltes-casks-batch-no-001,"On the nose, grapes and raisins immediately push to the forefront, red-fruited, juicy, and with considerable intensity. Added to that are caramel and that slightly aged impression of an old leather sofa, which gives the whole more character than many a slick, boring standard bottling. Overall, the aroma comes across as easy-drinking and open, without losing itself in meaningless sweetness.","On the palate, the whisky is once again very easy-drinking and stylistically goes quite clearly in a direction that many would blindly take for sherry cask. It presents itself as juicy and full-bodied, with figs and dates as the core aromas. Cinnamon adds a spicy accent and keeps the sweet fruit somewhat in line before the whole thing becomes too dessert-wine-heavy.","The finish is soft and spicy, with medium length. Baking cocoa and delicate dark chocolate linger at the end and give the whisky a pleasantly dark echo. It is not a dramatic finale, but a coherent one.","Pleasant and easy-drinking – and yes, sometimes exactly that is entirely enough, even if some tasters first need a philosophical seminar for it. It goes particularly well with dark chocolate, because the cocoa-bitter side of the finish connects cleanly there.",True,True,True,True,,new_product,hold_new_product
600,tormore-10-years-blueprint-cream-sherry,Tormore 10 Years Blueprint Cream Sherry,/whisky-reviews/tormore-10-years-blueprint-cream-sherry,"On the nose it feels fresh, but at the same time somehow “old”: mint meets leather, plus a clear maltiness. Blossom honey floats above it, though with a slightly sour note that makes the whole thing more taut than indulgent.","On the palate it starts off dry and stays that way: spicy-leathery, with yellow peach and caramel notes. The mouthfeel is heavy and oily without being over the top, and the minty-menthol trace remains stubbornly present.","The finish is medium-length and dry, with a bit of honey and grain. Lots of wood and an earthy impression put the final point on it.","To be honest, I had hoped for more from the cream sherry cask. It comes across as a bit boring—which doesn’t mean it’s bad, just less exciting than expected.",True,True,True,True,,new_product,hold_new_product
