source_name,source_id,source_slug,product_name,distillery_name,bottler_name,brand_name,country,region,age,abv,product_type,source_url,triage_status,approval_status,import_recommendation
Whisky Edition,,,,,,,,,12,55.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,25,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,56.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,60.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,54.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,47.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,55.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,34,51.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,50.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,40,46.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,24,56.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,48.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,63.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,53.5,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,44.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,52.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,55.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,56.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,59.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,48.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,60.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,55.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,57.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,40,47.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,56.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,50.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,6,58.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,55.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,47.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,53.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,6,58.9,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,17,56.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,61.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,5,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,31,50.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,24,55.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,24,44.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.5,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,24,43.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,57.3,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,50.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,60.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,64.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,60.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,55.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,58.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,61.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,58.7,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,62.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,59.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,44.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,47.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,56.6,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,40.0,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,58.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,50.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,50.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,21,53.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,6,58.9,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,56.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,56.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,57.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,53.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,60.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,62.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,17,53.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,50.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,57.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,33,62.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,57.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,15,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,17,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,46.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,18,54.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,69.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,21,49.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,19,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,27,52.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,60.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,59.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,49.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,58.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,6,54.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,58.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,16,66.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,67.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,66.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,60.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,21,55.4,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,30,45.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,40,56.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,54.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,9,67.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,67.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,53.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,60.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,56.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,57.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,46.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,55.6,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,57.4,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,18,52.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,59.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,46.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,23,47.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,21,53.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,56.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,56.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,66.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,60.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,3,57.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,61.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,6,46.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,50.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,56.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,44.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,18,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,47.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,51.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,49.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,34,54.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.5,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,58.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,40,41.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,19,42.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,18,41.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,15,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,55.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,20,58.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,5,48.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,5,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,48.0,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,43.0,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,19,55.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,59.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,31,46.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,20,59.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,18,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,55.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,5,50.1,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,49.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,5,57.4,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,15,57.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,64.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,49.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,59.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,18,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,58.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,48.3,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,57.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,43.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,59.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,29,42.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,5,51.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,17,60.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,9,54.9,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,54.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,47.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,48.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,45.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,50.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,19,54.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,58.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,58.7,,,independent_bottler_or_special_release,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,3,48.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,7,53.1,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,8,42.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,13,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,42.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,21,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,42.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,14,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,12,57.83,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,60.6,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,25,41.4,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,64.7,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,3,62.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,4,45.8,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,10,40.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,50.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,9,59.2,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,11,46.0,,,likely_new_product,pending_review,create_new_staging_record
Whisky Edition,,,,,,,,,0,57.8,,,likely_new_product,pending_review,create_new_staging_record
