smws_code,file_name,title
41.46,041.46.pdf,
41.49,041.49.pdf,
41.50,041.50.pdf,
41.51,041.51.pdf,
41.54,041.54.pdf,
41.57,041.57.pdf,
41.58,041.58.pdf,
41.61,041.61.pdf,Everything I look for in a dram!
41.66,041.66.pdf,
41.67,041.67.pdf,
41.71,041.71.pdf,
42.10,042.10.pdf,
42.16,042.16.pdf,W H AT I T SAYS O N T H E T I N
42.17,042.17.pdf,
42.19,042.19.pdf,
42.20,042.20.pdf,
43.15,043.15.pdf,An Old Sea-Dog
44.27,044.27.pdf,Breathless!
44.41,044.41.pdf,chunky mouthful
44.43,044.43.pdf,
44.48,044.48.pdf,
44.49,044.49.pdf,
44.51,044.51.pdf,
44.55,044.55.pdf,
44.58,044.58.pdf,
44.59,044.59.pdf,
44.60,044.60.pdf,
44.63,044.63.pdf,
44.65,044.65.pdf,
44.67,044.67.pdf,
045.15,045.15.pdf,"Maraschino Cherries, Toffee
                and Fresh Butter"
046.12,046.12.pdf,Prosutto and Leather Bags
46.16,046.16.pdf,Ginger and Spice
46.19,046.19.pdf,
46.21,046.21.pdf,
46.23,046.23.pdf,
46.27,046.27.pdf,
46.29,046.29.pdf,
46.30,046.30.pdf,
46.31,046.31.pdf,
048.08,048.08.pdf,Fantastic Evolution
48.17,048.17.pdf,
48.20,048.20.pdf,
48.24,048.24.pdf,
48.26,048.26.pdf,
48.29,048.29.pdf,
48.34,048.34.pdf,
48.37,048.37.pdf,
48.41,048.41.pdf,
48.42,048.42.pdf,
48.43,048.43.pdf,
48.46,048.46.pdf,
48.50,048.50.pdf,
48.54,048.54.pdf,Delicious!
49.10,049.10.pdf,A Royal Aperitif
050.23,050.23.pdf,Spring Honey
50.35,050.35.pdf,"Caramel, Chocolate and Coffee"
50.40,050.40.pdf,
50.42,050.42.pdf,
50.45,050.45.pdf,
50.46,050.46.pdf,
50.49,050.49.pdf,
50.51,050.51.pdf,
50.56,050.56.pdf,
50.64,050.64.pdf,
50.66,050.66.pdf,
50.67,050.67.pdf,
50.70,050.70.pdf,
50.80,050.80.pdf,
052.14,052.14.pdf,Wet Bladderwack
52.20,052.20.pdf,
53.23,053 23.pdf,It Comes From the Sea
53.108,053.108.pdf,Magic
53.109,053.109.pdf,Poetry and Moonlight
53.111,053.111.pdf,Smoke and Soot with Liquorice Root
53.133,053.133.pdf,
53.138,053.138.pdf,
53.139,053.139.pdf,
53.144,053.144.pdf,Buckets of tar and brine
53.147,053.147.pdf,
53.151,053.151.pdf,
53.153,053.153.pdf,
53.154,053.154.pdf,
53.157,053.157.pdf,
53.158,053.158.pdf,
53.160,053.160.pdf,
53.162,053.162.pdf,
53.163,053.163.pdf,
53.165,053.165.pdf,
53.167,053.167.pdf,
53.172,053.172.pdf,
53.173,053.173.pdf,
53.182,053.182.pdf,
53.184,053.184.pdf,
53.186,053.186.pdf,
53.187,053.187.pdf,
53.188,053.188.pdf,
53.190,053.190.pdf,
53.191,053.191.pdf,
53.192,053.192.pdf,
53.194,053.194.pdf,
53.197,053.197.pdf,
53.200,053.200.pdf,
53.205,053.205.pdf,
53.206,053.206.pdf,
53.207,053.207.pdf,
53.210,053.210.pdf,
53.211,053.211.pdf,
53.216,053.216.pdf,
53.218,053.218.pdf,
53.222,053.222.pdf,
53.226,053.226.pdf,
53.231,053.231.pdf,super spicy
53.233,053.233.pdf,
53.236,053.236.pdf,
053.75,053.75.pdf,An Attack on The Taste Buds
053.88,053.88.pdf,The Peat Genie
053.91,053.91.pdf,Pork Crackling in an Old Library
053.95,053.95.pdf,Velvet Sweetness
054.22,054.22.pdf,A Bag of Tricks
54.28,054.28.pdf,"like biting a nurse wear-
ing rubber gloves and apron"
54.29,054.29.pdf,
54.31,054.31.pdf,
54.34,054.34.pdf,
54.35,054.35.pdf,
54.37,054.37.pdf,
54.42,054.42.pdf,
55.19,055.19.pdf,
55.20,055.20.pdf,
55.21,055.21.pdf,
55.23,055.23.pdf,
55.26,055.26.pdf,
55.28,055.28.pdf,
55.31,055.31.pdf,
58.15,058.15.pdf,
58.17,058.17.pdf,"NOT SHAKEN, NOT STIRRED"
58.18,058.18.pdf,
058.8,058.8.pdf,Sid Viscous
59.21,059.21.pdf,
059.26,059.26.pdf,"Sweet, Buttery and Malty"
059.29,059.29.pdf,Honey and Lemons
059.32,059.32.pdf,A Mild Mannered Chameleon
59.39,059.39.pdf,gateway to Narnia!
59.40,059.40.pdf,
59.41,059.41.pdf,
59.48,059.48.pdf,
59.49,059.49.pdf,
59.51,059.51.pdf,
62.13,062.13.pdf,"Prunes, Coffee Beans and Almonds"
62.16,062.16.pdf,A Classic
062.8,062.8.pdf,Licorice and Fruit
63.23,063.23.pdf,
63.26,063.26.pdf,
63.27,063.27.pdf,
63.29,063.29.pdf,
63.31,063.31.pdf,
63.35,063.35.pdf,
064.11,064.11.pdf,Burnt Heather Dipped in Syrup
64.13,064.13.pdf,Fizzy Sweets and Nutty Chocolate
64.19,064.19.pdf,Woof!
64.21,064.21.pdf,
64.26,064.26.pdf,
64.27,064.27.pdf,
64.33,064.33.pdf,
64.35,064.35.pdf,
64.42,064.42.pdf,
64.43,064.43.pdf,
64.46,064.46.pdf,
64.50,064.50.pdf,
64.59,064.59.pdf,
64.65,064.65.pdf,
66.23,066.23.pdf,Delicious and Yummy
66.30,066.30.pdf,
66.31,066.31.pdf,
66.32,066.32.pdf,
66.33,066.33.pdf,
66.35,066.35.pdf,
66.38,066.38.pdf,
66.42,066.42.pdf,
66.44,066.44.pdf,
66.46,066.46.pdf,
66.47,066.47.pdf,
66.49,066.49.pdf,
66.50,066.50.pdf,
66.54,066.54.pdf,
66.59,066.59.pdf,
66.62,066.62.pdf,
66.65,066.65.pdf,
66.67,066.67.pdf,
66.84,066.84.pdf,
66.90,066.90.pdf,
68.9,068.9.pdf,"Apple Strudel, Dark Chocolate and Espresso"
069.13,069.13.pdf,A Schizophrenic
069.9,069.9.pdf,A Luxurious Holiday Dram
70.10,070.10.pdf,
70.12,070.12.pdf,
70.13,070.13.pdf,
70.8,070.8.pdf,
71.30,071.30.pdf,Macadamia and Medicine
71.33,071.33.pdf,
71.34,071.34.pdf,
71.35,071.35.pdf,
71.38,071.38.pdf,
71.40,071.40.pdf,
71.41,071.41.pdf,
71.42,071.42.pdf,
072.12,072.12.pdf,Apricot Cream
072.16,072.16.pdf,Sensual and Fecund
72.22,072.22.pdf,
72.24,072.24.pdf,
72.25,072.25.pdf,
72.29,072.29.pdf,
72.34,072.34.pdf,
72.38,072.38.pdf,
72.39,072.39.pdf,
72.41,072.41.pdf,
72.43,072.43.pdf,
72.45,072.45.pdf,
72.47,072.47.pdf,BURNT SPOTTED DICK
073.12,073.12.pdf,Buttery Rum-n'-Raisin Fudge
073.18,073.18.pdf,Chocolate Smoke
73.30,073.30.pdf,Extremely Fresh
73.35,073.35.pdf,
73.36,073.36.pdf,
73.40,073.40.pdf,
73.45,073.45.pdf,
73.46,073.46.pdf,
73.47,073.47.pdf,
73.50,073.50.pdf,"Oozing with rich
biscuity notes"
73.52,073.52.pdf,
73.53,073.53.pdf,
73.54,073.54.pdf,
73.56,073.56.pdf,
73.60,073.60.pdf,
73.61,073.61.pdf,
73.63,073.63.pdf,
73.64,073.64.pdf,
73.65,073.65.pdf,
73.69,073.69.pdf,
73.72,073.72.pdf,
76.102,076.102.pdf,
76.105,076.105.pdf,
76.109,076.109.pdf,
76.113,076.113.pdf,
76.114,076.114.pdf,
76.118,076.118.pdf,
76.119,076.119.pdf,
76.120,076.120.pdf,
76.124,076.124.pdf,
76.125,076.125.pdf,
76.126,076.126.pdf,
076.35,076.35.pdf,Cordite and Roasting Tins
076.36,076.36.pdf,Dried Figs Stewed in Tea
076.48,076.48.pdf,Jack & Jill and Jaffa Cakes
76.50,076.50.pdf,Elegant and Complex
76.65,076.65.pdf,
76.68,076.68.pdf,burnt toffee rolled in charcoal
76.74,076.74.pdf,
76.80,076.80.pdf,
76.81,076.81.pdf,
76.84,076.84.pdf,
76.85,076.85.pdf,
76.86,076.86.pdf,
76.94,076.94.pdf,
76.96,076.96.pdf,
76.98,076.98.pdf,
76.99,076.99.pdf,
77.18,077.18.pdf,"a camp-
fire extinguished by rain,"
77.23,077.23.pdf,
77.25,077.25.pdf,
77.27,077.27.pdf,
77.28,077.28.pdf,
77.30,077.30.pdf,
77.33,077.33.pdf,
77.35,077.35.pdf,
077.38,077.38.pdf,
077.9,077.9.pdf,A Tennis Court Whisky
78.40,078.40.pdf,
080.3,080.3.pdf,Christmas Cake
81.11,081.11.pdf,A Full on Demonstration of Sherry Maturation
81.14,081.14.pdf,"Coffee, Toffee and Fudge"
81.9,081.9.pdf,Cloves and Old Medicine Cupboards
82.19,082.19.pdf,
82.20,082.20.pdf,
84.12,084.12.pdf,
84.15,084.15.pdf,
84.16,084.16.pdf,
84.18,084.18.pdf,
84.9,084.9.pdf,Pumpkin Spice
85.20,085.20.pdf,"treacle on
old sandshoes"
85.22,085.22.pdf,
85.23,085.23.pdf,
85.25,085.25.pdf,
85.28,085.28.pdf,
85.29,085.29.pdf,
85.32,085.32.pdf,
90.12,090.12.pdf,salt and stones
090.8,090.8.pdf,Eve`s Pudding with Tinned Peaches
091.19,091.19.pdf,No-nonsense Dram
093.13,093.13.pdf,Campbeltown Toast
93.23,093.23.pdf,Heavenly Harbour
93.26,093.26.pdf,Ginger Surprise
93.27,093.27.pdf,Honeycomb and Fudge
93.36,093.36.pdf,like whisky chocolate sauce over plum pudding
93.37,093.37.pdf,
93.39,093.39.pdf,
93.44,093.44.pdf,
93.46,093.46.pdf,
93.47,093.47.pdf,
93.51,093.51.pdf,
93.52,093.52.pdf,
93.55,093.55.pdf,
93.57,093.57.pdf,
93.61,093.61.pdf,
93.63,093.63.pdf,
93.64,093.64.pdf,
93.66,093.66.pdf,
93.69,093.69.pdf,
94.4,094 3.pdf,A Once in a Lifetime Dram
95.10,095.10.pdf,
95.13,095.13.pdf,
95.15,095.15.pdf,
95.19,095.19.pdf,
95.20,095.20.pdf,quiche Lorraine with brown sauce
95.7,095.7.pdf,Spiced Sponge Cake
96.9,096.9.pdf,
97.10,097.10.pdf,Embark on a Journey
97.13,097.13.pdf,"Lemons, Chillies and Flowers"
97.19,097.19.pdf,
97.7,097.7.pdf,A Wholesome Appertif
99.11,099.11.pdf,"chewing daf-
fodil bulbs"
99.12,099.12.pdf,
099.9,099.9.pdf,Real Ale in Real Pubs
100.08,100.08.pdf,
100.10,100.10.pdf,
100.9,100.9.pdf,It's dancing on my tongue
104.5,104.5.pdf,Retsina and Chocolate Limes
105.10,105.10.pdf,Orange and Aniseed
105.12,105.12.pdf,Spooky!
105.15,105.15.pdf,
105.17,105.17.pdf,
105.8,105.8.pdf,Fudge and Green Ivy
106.17,106.17.pdf,Fresh and Invigorating
106.18,106.18.pdf,
107.6,107.6.pdf,A Summer Meadow
108.7,108.7.pdf,Boozy Pineapples
112.11,112.11.pdf,
112.7,112.7.pdf,
112.8,112.8.pdf,Vegetarian!
113.14,113.14.pdf,Sinful and Naughty
117.5,117.5.pdf,
121.12,121.12.pdf,Perfect for a Picnic
121.30,121.30.pdf,
121.32,121.32.pdf,
121.38,121.38.pdf,full on
121.42,121.42.pdf,
121.47,121.47.pdf,
121.5,121.5.pdf,Creamy Toffees and Spangles
121.52,121.52.pdf,
121.55,121.55.pdf,
121.57,121.57.pdf,
121.61,121.61.pdf,
121.65,121.65.pdf,
121.67,121.67.pdf,
121.71,121.71.pdf,
121.73,121.73.pdf,
121.74,121.74.pdf,
121.77,121.77.pdf,
121.80,121.80.pdf,
121.89,121.89.pdf,
122.12,122 12.pdf,A Peated Highland Dram
122.20,122.20.pdf,
123.03,123.03.pdf,Look at the legs!
123.04,123.04.pdf,
123.10,123.10.pdf,
123.13,123.13.pdf,
123.18,123.18.pdf,
123.5,123.5.pdf,"a
fire-breather's dram"
123.6,123.6.pdf,
123.8,123.8.pdf,
123.9,123.9.pdf,
125.15,125.15.pdf,Sweety Delights
125.23,125.23.pdf,
125.25,125.25.pdf,"like chew-
ing a toffee apple stick"
125.27,125.27.pdf,
125.29,125.29.pdf,
125.38,125.38.pdf,
125.44,125.44.pdf,
125.47,125.47.pdf,
125.48,125.48.pdf,
125.51,125.51.pdf,
125.56,125.56.pdf,
125.59,125.59.pdf,
125.60,125.60.pdf,
125.65,125.65.pdf,
125.67,125.67.pdf,
125.7,125.7.pdf,A Lonely Man's Dram
125.70,125.70.pdf,
125.73,125.73.pdf,
125.8,125.8.pdf,Highly Scoffable
127.1,127.1.pdf,licking the kiln
127.12,127.12.pdf,
127.13,127.13.pdf,hit the dirt
127.14,127.14.pdf,
127.16,127.16.pdf,
127.23,127.23.pdf,
127.24,127.24.pdf,
127.26,127.26.pdf,
127.27,127.27.pdf,
127.3,127.3.pdf,
127.31,127.31.pdf,
127.32,127.32.pdf,
127.34,127.34.pdf,
127.38,127.38.pdf,
127.39,127.39.pdf,
127.43,127.43.pdf,Like kissing a smoker
127.7,127.7.pdf,
128.2,128.2.pdf,oh so creamy
128.3,128.3.pdf,
128.5,128.5.pdf,
129.1,129.1.pdf,
129.3,129.3.pdf,
129.4,129.4.pdf,
129.6,129.6.pdf,
39.52,39.52.pdf,Linseed Oil on a Cricket Bat
53.121,53.121.pdf,Lucky Tatties and Drying Smoke
53.132,53.132.pdf,
53.136,53.136.pdf,"Don't go
 near a naked flame!"
70.6,70.6.pdf,A Highland Brute
G1.10,G1.10.pdf,
G1.11,G1.11.pdf,
G1.12,G1.12.pdf,
G1.14,G1.14.pdf,
G1.6,G1.6.pdf,
G1.8,G1.8.pdf,
G1.9,G1.9.pdf,
G10.3,G10.3.pdf,
G14.1,G14.1.pdf,
G2.2,G2.2.pdf,
G3.2,G3.2.pdf,
G3.3,G3.3.pdf,
G3.6,G3.6.pdf,
G3.8,G3.8.pdf,
G4.10,G4.10.pdf,
G4.2,G4.2.pdf,
G4.7,G4.7.pdf,
G5.10,G5.10.pdf,
G5.2,G5.2.pdf,
G5.5,G5.5.pdf,
G5.7,G5.7.pdf,
G6.2,G6.2.pdf,
G6.3,G6.3.pdf,
G7.10,G7.10.pdf,
G7.2,G7.2.pdf,
G7.4,G7.4.pdf,
G7.7,G7.7.pdf,
G7.9,G7.9.pdf,
G8.2,G8.2.pdf,
G8.3,G8.3.pdf,
G8.5,G8.5.pdf,
G8.6,G8.6.pdf,
G9.1,G9.1.pdf,
